id,split,scene,frame,fine_pixels,fine_fraction,selection_score,crop_x0,crop_y0,crop_x1,crop_y1
ai_054_006_cam_00_frame.0000,train,ai_054_006,0,36142,0.9804144965277778,36142.0,320,32,512,224
ai_024_008_cam_00_frame.0099,train,ai_024_008,99,36095,0.9791395399305556,36095.0,224,0,416,192
ai_031_009_cam_00_frame.0000,train,ai_031_009,0,36081,0.978759765625,36081.0,0,32,192,224
ai_055_002_cam_01_frame.0099,train,ai_055_002,99,36061,0.9782172309027778,36061.0,288,64,480,256
ai_054_008_cam_00_frame.0000,train,ai_054_008,0,35941,0.9749620225694444,35941.0,160,160,352,352
ai_052_010_cam_00_frame.0000,train,ai_052_010,0,35936,0.9748263888888888,35936.0,224,64,416,256
ai_055_004_cam_00_frame.0099,train,ai_055_004,99,35877,0.9732259114583334,35877.0,192,64,384,256
ai_019_004_cam_00_frame.0000,train,ai_019_004,0,35800,0.9711371527777778,35800.0,256,96,448,288
ai_055_005_cam_01_frame.0099,train,ai_055_005,99,35777,0.9705132378472222,35777.0,224,96,416,288
ai_010_009_cam_00_frame.0000,train,ai_010_009,0,35728,0.9691840277777778,35728.0,0,96,192,288
ai_053_020_cam_00_frame.0000,train,ai_053_020,0,35647,0.9669867621527778,35647.0,0,96,192,288
ai_055_006_cam_00_frame.0000,train,ai_055_006,0,35638,0.9667426215277778,35638.0,256,0,448,192
ai_002_008_cam_00_frame.0099,train,ai_002_008,99,35562,0.9646809895833334,35562.0,128,0,320,192
ai_039_006_cam_00_frame.0000,train,ai_039_006,0,35455,0.9617784288194444,35455.0,320,64,512,256
ai_036_002_cam_00_frame.0085,train,ai_036_002,85,35439,0.9613444010416666,35439.0,320,192,512,384
ai_019_001_cam_00_frame.0000,train,ai_019_001,0,35251,0.9562445746527778,35251.0,192,32,384,224
ai_015_005_cam_00_frame.0000,train,ai_015_005,0,35173,0.9541286892361112,35173.0,224,192,416,384
ai_053_018_cam_00_frame.0000,train,ai_053_018,0,35053,0.9508734809027778,35053.0,320,64,512,256
ai_013_004_cam_00_frame.0000,train,ai_013_004,0,34865,0.9457736545138888,34865.0,32,192,224,384
ai_052_004_cam_00_frame.0000,train,ai_052_004,0,34805,0.9441460503472222,34805.0,192,192,384,384
ai_027_003_cam_00_frame.0000,train,ai_027_003,0,34533,0.936767578125,34533.0,160,160,352,352
ai_018_007_cam_00_frame.0000,train,ai_018_007,0,34321,0.9310167100694444,34321.0,192,128,384,320
ai_036_002_cam_00_frame.0000,train,ai_036_002,0,34184,0.9273003472222222,34184.0,64,192,256,384
ai_002_002_cam_00_frame.0099,train,ai_002_002,99,34017,0.9227701822916666,34017.0,96,96,288,288
ai_019_004_cam_00_frame.0099,train,ai_019_004,99,34003,0.9223904079861112,34003.0,0,96,192,288
ai_028_002_cam_00_frame.0000,train,ai_028_002,0,33954,0.9210611979166666,33954.0,64,96,256,288
ai_030_009_cam_00_frame.0000,train,ai_030_009,0,33577,0.9108344184027778,33577.0,320,192,512,384
ai_018_003_cam_00_frame.0099,train,ai_018_003,99,33492,0.9085286458333334,33492.0,64,96,256,288
ai_002_003_cam_00_frame.0000,train,ai_002_003,0,33396,0.9059244791666666,33396.0,64,96,256,288
ai_026_013_cam_00_frame.0000,train,ai_026_013,0,33357,0.9048665364583334,33357.0,320,96,512,288
ai_003_005_cam_00_frame.0000,train,ai_003_005,0,33290,0.9030490451388888,33290.0,0,0,192,192
ai_036_002_cam_00_frame.0028,train,ai_036_002,28,33096,0.8977864583333334,33096.0,160,32,352,224
ai_009_001_cam_00_frame.0099,train,ai_009_001,99,33090,0.8976236979166666,33090.0,0,160,192,352
ai_045_005_cam_03_frame.0099,train,ai_045_005,99,33038,0.8962131076388888,33038.0,0,64,192,256
ai_027_009_cam_02_frame.0099,train,ai_027_009,99,32981,0.8946668836805556,32981.0,224,0,416,192
ai_005_006_cam_00_frame.0099,train,ai_005_006,99,32785,0.8893500434027778,32785.0,320,96,512,288
ai_048_004_cam_00_frame.0000,train,ai_048_004,0,32725,0.8877224392361112,32725.0,64,64,256,256
ai_036_002_cam_00_frame.0057,train,ai_036_002,57,32701,0.8870713975694444,32701.0,192,0,384,192
ai_051_002_cam_00_frame.0000,train,ai_051_002,0,32653,0.8857693142361112,32653.0,224,160,416,352
ai_008_010_cam_00_frame.0000,train,ai_008_010,0,32621,0.8849012586805556,32621.0,320,160,512,352
ai_009_003_cam_00_frame.0000,train,ai_009_003,0,32560,0.8832465277777778,32560.0,320,192,512,384
ai_044_006_cam_01_frame.0099,train,ai_044_006,99,32534,0.8825412326388888,32534.0,0,0,192,192
ai_035_009_cam_00_frame.0000,train,ai_035_009,0,32498,0.8815646701388888,32498.0,160,0,352,192
ai_006_003_cam_00_frame.0000,train,ai_006_003,0,32478,0.8810221354166666,32478.0,96,160,288,352
ai_026_019_cam_00_frame.0000,train,ai_026_019,0,32420,0.8794487847222222,32420.0,256,128,448,320
ai_036_002_cam_00_frame.0099,train,ai_036_002,99,32381,0.8783908420138888,32381.0,320,64,512,256
ai_036_002_cam_00_frame.0071,train,ai_036_002,71,32318,0.8766818576388888,32318.0,160,192,352,384
ai_039_007_cam_00_frame.0099,train,ai_039_007,99,32269,0.8753526475694444,32269.0,0,96,192,288
ai_034_003_cam_00_frame.0000,train,ai_034_003,0,32206,0.8736436631944444,32206.0,96,160,288,352
ai_004_008_cam_00_frame.0000,train,ai_004_008,0,31969,0.8672146267361112,31969.0,224,96,416,288
ai_036_006_cam_00_frame.0000,train,ai_036_006,0,31806,0.86279296875,31806.0,160,0,352,192
ai_042_002_cam_00_frame.0000,train,ai_042_002,0,31750,0.8612738715277778,31750.0,0,192,192,384
ai_017_009_cam_03_frame.0099,train,ai_017_009,99,31588,0.8568793402777778,31588.0,320,192,512,384
ai_022_002_cam_00_frame.0000,train,ai_022_002,0,31583,0.8567437065972222,31583.0,288,192,480,384
ai_018_003_cam_00_frame.0042,train,ai_018_003,42,31510,0.8547634548611112,31510.0,288,192,480,384
ai_018_003_cam_00_frame.0071,train,ai_018_003,71,31439,0.8528374565972222,31439.0,320,128,512,320
ai_038_006_cam_00_frame.0000,train,ai_038_006,0,31278,0.8484700520833334,31278.0,64,96,256,288
ai_013_001_cam_00_frame.0000,train,ai_013_001,0,31266,0.84814453125,31266.0,160,64,352,256
ai_001_002_cam_00_frame.0000,train,ai_001_002,0,31151,0.8450249565972222,31151.0,288,96,480,288
ai_036_002_cam_00_frame.0014,train,ai_036_002,14,31079,0.8430718315972222,31079.0,0,0,192,192
ai_018_003_cam_00_frame.0000,train,ai_018_003,0,31005,0.841064453125,31005.0,96,192,288,384
ai_033_010_cam_00_frame.0000,train,ai_033_010,0,30987,0.840576171875,30987.0,0,160,192,352
ai_012_010_cam_00_frame.0099,train,ai_012_010,99,30947,0.8394911024305556,30947.0,320,160,512,352
ai_032_005_cam_00_frame.0000,train,ai_032_005,0,30897,0.838134765625,30897.0,160,32,352,224
ai_032_002_cam_00_frame.0099,train,ai_032_002,99,30875,0.8375379774305556,30875.0,224,192,416,384
ai_018_003_cam_00_frame.0085,train,ai_018_003,85,30755,0.8342827690972222,30755.0,224,128,416,320
ai_045_004_cam_01_frame.0099,train,ai_045_004,99,30499,0.8273383246527778,30499.0,320,64,512,256
ai_034_001_cam_00_frame.0000,train,ai_034_001,0,30456,0.826171875,30456.0,320,192,512,384
ai_016_006_cam_00_frame.0099,train,ai_016_006,99,30073,0.8157823350694444,30073.0,256,128,448,320
ai_018_003_cam_00_frame.0028,train,ai_018_003,28,29916,0.8115234375,29916.0,256,128,448,320
ai_001_001_cam_00_frame.0028,train,ai_001_001,28,29870,0.8102756076388888,29870.0,0,160,192,352
ai_018_003_cam_00_frame.0057,train,ai_018_003,57,29733,0.8065592447916666,29733.0,160,192,352,384
ai_029_005_cam_00_frame.0000,train,ai_029_005,0,29470,0.7994249131944444,29470.0,320,32,512,224
ai_001_001_cam_00_frame.0014,train,ai_001_001,14,29382,0.7970377604166666,29382.0,0,96,192,288
ai_018_003_cam_00_frame.0014,train,ai_018_003,14,28948,0.7852647569444444,28948.0,64,192,256,384
ai_044_007_cam_01_frame.0099,train,ai_044_007,99,28604,0.7759331597222222,28604.0,320,0,512,192
ai_001_001_cam_00_frame.0043,train,ai_001_001,43,28163,0.7639702690972222,28163.0,320,192,512,384
ai_044_008_cam_01_frame.0099,train,ai_044_008,99,27659,0.7502983940972222,27659.0,288,192,480,384
ai_033_008_cam_00_frame.0000,train,ai_033_008,0,27290,0.7402886284722222,27290.0,256,192,448,384
ai_036_002_cam_00_frame.0042,train,ai_036_002,42,27279,0.739990234375,27279.0,160,32,352,224
ai_027_005_cam_00_frame.0000,train,ai_027_005,0,26487,0.718505859375,26487.0,128,160,320,352
ai_023_008_cam_00_frame.0000,train,ai_023_008,0,26369,0.7153049045138888,26369.0,0,192,192,384
ai_001_001_cam_00_frame.0085,train,ai_001_001,85,26052,0.7067057291666666,26052.0,320,96,512,288
ai_036_008_cam_00_frame.0000,train,ai_036_008,0,25288,0.6859809027777778,25288.0,96,128,288,320
ai_001_001_cam_00_frame.0056,train,ai_001_001,56,24182,0.6559787326388888,24182.0,0,128,192,320
ai_001_001_cam_00_frame.0071,train,ai_001_001,71,22659,0.6146647135416666,22659.0,320,0,512,192
ai_001_001_cam_00_frame.0000,train,ai_001_001,0,19178,0.5202365451388888,19178.0,0,192,192,384
ai_043_002_cam_00_frame.0000,val,ai_043_002,0,36748,0.9968532986111112,36748.0,288,64,480,256
ai_043_002_cam_00_frame.0099,val,ai_043_002,99,34909,0.9469672309027778,34909.0,288,192,480,384
ai_047_001_cam_00_frame.0042,val,ai_047_001,42,34628,0.9393446180555556,34628.0,160,96,352,288
ai_043_002_cam_00_frame.0085,val,ai_043_002,85,34521,0.9364420572916666,34521.0,320,192,512,384
ai_043_002_cam_00_frame.0028,val,ai_043_002,28,34140,0.9261067708333334,34140.0,64,192,256,384
ai_043_002_cam_00_frame.0071,val,ai_043_002,71,34067,0.9241265190972222,34067.0,0,192,192,384
ai_043_002_cam_00_frame.0057,val,ai_043_002,57,33189,0.9003092447916666,33189.0,288,192,480,384
ai_043_002_cam_00_frame.0014,val,ai_043_002,14,32388,0.8785807291666666,32388.0,320,192,512,384
ai_047_001_cam_00_frame.0000,val,ai_047_001,0,32173,0.8727484809027778,32173.0,192,0,384,192
ai_043_002_cam_00_frame.0042,val,ai_043_002,42,32082,0.8702799479166666,32082.0,192,192,384,384
ai_047_001_cam_00_frame.0099,val,ai_047_001,99,29718,0.80615234375,29718.0,320,192,512,384
ai_047_001_cam_00_frame.0071,val,ai_047_001,71,29486,0.7998589409722222,29486.0,320,96,512,288
ai_047_001_cam_00_frame.0057,val,ai_047_001,57,27901,0.7568630642361112,27901.0,0,0,192,192
ai_047_001_cam_00_frame.0028,val,ai_047_001,28,24827,0.6734754774305556,24827.0,320,128,512,320
ai_047_001_cam_00_frame.0085,val,ai_047_001,85,24238,0.6574978298611112,24238.0,320,128,512,320
ai_047_001_cam_00_frame.0014,val,ai_047_001,14,22217,0.6026746961805556,22217.0,320,0,512,192
