id,split,scene,frame,fine_pixels,fine_fraction,selection_score,crop_x0,crop_y0,crop_x1,crop_y1
ai_052_001_cam_00_frame.0020,test,ai_052_001,20,15501,0.94610595703125,15501.0,112,224,240,352
ai_048_001_cam_00_frame.0013,test,ai_048_001,13,15419,0.94110107421875,15419.0,96,192,224,320
ai_046_001_cam_00_frame.0046,test,ai_046_001,46,15405,0.94024658203125,15405.0,16,192,144,320
ai_052_001_cam_00_frame.0040,test,ai_052_001,40,15297,0.93365478515625,15297.0,224,208,352,336
ai_048_001_cam_00_frame.0079,test,ai_048_001,79,15022,0.9168701171875,15022.0,48,256,176,384
ai_052_001_cam_00_frame.0073,test,ai_052_001,73,14966,0.9134521484375,14966.0,112,208,240,336
ai_044_001_cam_00_frame.0020,test,ai_044_001,20,14906,0.9097900390625,14906.0,112,208,240,336
ai_052_001_cam_00_frame.0079,test,ai_052_001,79,14872,0.90771484375,14872.0,368,0,496,128
ai_044_001_cam_00_frame.0013,test,ai_044_001,13,14824,0.90478515625,14824.0,160,128,288,256
ai_048_001_cam_00_frame.0000,test,ai_048_001,0,14798,0.9031982421875,14798.0,0,160,128,288
ai_044_001_cam_00_frame.0052,test,ai_044_001,52,14775,0.90179443359375,14775.0,320,256,448,384
ai_052_001_cam_00_frame.0007,test,ai_052_001,7,14675,0.89569091796875,14675.0,0,224,128,352
ai_052_001_cam_00_frame.0013,test,ai_052_001,13,14667,0.89520263671875,14667.0,192,0,320,128
ai_044_001_cam_00_frame.0000,test,ai_044_001,0,14590,0.8905029296875,14590.0,160,128,288,256
ai_044_001_cam_00_frame.0026,test,ai_044_001,26,14551,0.88812255859375,14551.0,112,224,240,352
ai_052_001_cam_00_frame.0059,test,ai_052_001,59,14442,0.8814697265625,14442.0,272,176,400,304
ai_052_001_cam_00_frame.0053,test,ai_052_001,53,14415,0.87982177734375,14415.0,160,208,288,336
ai_048_001_cam_00_frame.0026,test,ai_048_001,26,14317,0.87384033203125,14317.0,384,144,512,272
ai_046_001_cam_00_frame.0040,test,ai_046_001,40,14255,0.87005615234375,14255.0,0,48,128,176
ai_052_001_cam_00_frame.0000,test,ai_052_001,0,14231,0.86859130859375,14231.0,128,208,256,336
ai_052_001_cam_00_frame.0092,test,ai_052_001,92,14190,0.8660888671875,14190.0,160,192,288,320
ai_044_001_cam_00_frame.0046,test,ai_044_001,46,14047,0.85736083984375,14047.0,240,208,368,336
ai_052_001_cam_00_frame.0066,test,ai_052_001,66,14042,0.8570556640625,14042.0,224,240,352,368
ai_046_001_cam_00_frame.0026,test,ai_046_001,26,13827,0.84393310546875,13827.0,0,128,128,256
ai_044_001_cam_00_frame.0039,test,ai_044_001,39,13657,0.83355712890625,13657.0,80,176,208,304
ai_044_001_cam_00_frame.0078,test,ai_044_001,78,13601,0.83013916015625,13601.0,256,256,384,384
ai_048_001_cam_00_frame.0099,test,ai_048_001,99,13321,0.81304931640625,13321.0,48,64,176,192
ai_044_001_cam_00_frame.0065,test,ai_044_001,65,13253,0.80889892578125,13253.0,64,256,192,384
ai_048_001_cam_00_frame.0073,test,ai_048_001,73,13214,0.8065185546875,13214.0,384,256,512,384
ai_046_001_cam_00_frame.0033,test,ai_046_001,33,13199,0.80560302734375,13199.0,384,224,512,352
ai_052_001_cam_00_frame.0099,test,ai_052_001,99,13108,0.800048828125,13108.0,16,176,144,304
ai_044_001_cam_00_frame.0072,test,ai_044_001,72,12618,0.7701416015625,12618.0,368,48,496,176
ai_044_001_cam_00_frame.0059,test,ai_044_001,59,12528,0.7646484375,12528.0,256,256,384,384
ai_044_001_cam_00_frame.0091,test,ai_044_001,91,12305,0.75103759765625,12305.0,64,256,192,384
ai_048_001_cam_00_frame.0020,test,ai_048_001,20,12205,0.74493408203125,12205.0,304,144,432,272
ai_052_001_cam_00_frame.0086,test,ai_052_001,86,12182,0.7435302734375,12182.0,144,160,272,288
ai_048_001_cam_00_frame.0086,test,ai_048_001,86,11969,0.73052978515625,11969.0,304,256,432,384
ai_048_001_cam_00_frame.0092,test,ai_048_001,92,9775,0.59661865234375,9775.0,304,112,432,240
ai_001_001_cam_00_frame.0032,train,ai_001_001,32,16384,1.0,16384.0,32,192,160,320
ai_015_001_cam_00_frame.0099,train,ai_015_001,99,16384,1.0,16384.0,352,224,480,352
ai_017_001_cam_00_frame.0066,train,ai_017_001,66,16384,1.0,16384.0,160,80,288,208
ai_031_001_cam_00_frame.0033,train,ai_031_001,33,16384,1.0,16384.0,0,96,128,224
ai_035_001_cam_00_frame.0013,train,ai_035_001,13,16384,1.0,16384.0,0,16,128,144
ai_037_001_cam_00_frame.0007,train,ai_037_001,7,16384,1.0,16384.0,0,240,128,368
ai_037_001_cam_00_frame.0073,train,ai_037_001,73,16384,1.0,16384.0,384,256,512,384
ai_009_001_cam_00_frame.0000,train,ai_009_001,0,16382,0.9998779296875,16382.0,208,128,336,256
ai_015_001_cam_00_frame.0046,train,ai_015_001,46,16381,0.99981689453125,16381.0,384,176,512,304
ai_031_001_cam_00_frame.0007,train,ai_031_001,7,16379,0.99969482421875,16379.0,96,0,224,128
ai_018_003_cam_00_frame.0026,train,ai_018_003,26,16377,0.99957275390625,16377.0,256,96,384,224
ai_029_001_cam_00_frame.0069,train,ai_029_001,69,16368,0.9990234375,16368.0,64,0,192,128
ai_041_001_cam_00_frame.0000,train,ai_041_001,0,16368,0.9990234375,16368.0,304,128,432,256
ai_009_001_cam_00_frame.0026,train,ai_009_001,26,16364,0.998779296875,16364.0,240,112,368,240
ai_015_001_cam_00_frame.0066,train,ai_015_001,66,16360,0.99853515625,16360.0,80,224,208,352
ai_031_001_cam_00_frame.0046,train,ai_031_001,46,16360,0.99853515625,16360.0,16,192,144,320
ai_001_001_cam_00_frame.0099,train,ai_001_001,99,16354,0.9981689453125,16354.0,320,192,448,320
ai_017_001_cam_00_frame.0053,train,ai_017_001,53,16349,0.99786376953125,16349.0,128,48,256,176
ai_007_001_cam_00_frame.0079,train,ai_007_001,79,16340,0.997314453125,16340.0,0,96,128,224
ai_017_001_cam_00_frame.0046,train,ai_017_001,46,16337,0.99713134765625,16337.0,80,128,208,256
ai_017_001_cam_00_frame.0059,train,ai_017_001,59,16335,0.99700927734375,16335.0,16,80,144,208
ai_009_001_cam_00_frame.0086,train,ai_009_001,86,16329,0.99664306640625,16329.0,64,80,192,208
ai_018_003_cam_00_frame.0073,train,ai_018_003,73,16323,0.99627685546875,16323.0,288,208,416,336
ai_005_001_cam_00_frame.0007,train,ai_005_001,7,16322,0.9962158203125,16322.0,80,224,208,352
ai_031_001_cam_00_frame.0059,train,ai_031_001,59,16322,0.9962158203125,16322.0,368,96,496,224
ai_023_001_cam_00_frame.0086,train,ai_023_001,86,16317,0.99591064453125,16317.0,128,256,256,384
ai_037_001_cam_00_frame.0026,train,ai_037_001,26,16303,0.99505615234375,16303.0,224,256,352,384
ai_036_002_cam_00_frame.0086,train,ai_036_002,86,16295,0.99456787109375,16295.0,384,256,512,384
ai_015_001_cam_00_frame.0033,train,ai_015_001,33,16292,0.994384765625,16292.0,112,192,240,320
ai_037_001_cam_00_frame.0053,train,ai_037_001,53,16292,0.994384765625,16292.0,32,64,160,192
ai_015_001_cam_00_frame.0020,train,ai_015_001,20,16290,0.9942626953125,16290.0,0,208,128,336
ai_005_001_cam_00_frame.0079,train,ai_005_001,79,16277,0.99346923828125,16277.0,96,64,224,192
ai_023_001_cam_00_frame.0040,train,ai_023_001,40,16276,0.993408203125,16276.0,128,208,256,336
ai_009_001_cam_00_frame.0059,train,ai_009_001,59,16264,0.99267578125,16264.0,16,224,144,352
ai_037_001_cam_00_frame.0092,train,ai_037_001,92,16258,0.9923095703125,16258.0,160,208,288,336
ai_031_001_cam_00_frame.0099,train,ai_031_001,99,16254,0.9920654296875,16254.0,0,16,128,144
ai_027_001_cam_00_frame.0020,train,ai_027_001,20,16252,0.991943359375,16252.0,368,128,496,256
ai_023_001_cam_00_frame.0046,train,ai_023_001,46,16250,0.9918212890625,16250.0,112,240,240,368
ai_009_001_cam_00_frame.0033,train,ai_009_001,33,16243,0.99139404296875,16243.0,288,96,416,224
ai_009_001_cam_00_frame.0007,train,ai_009_001,7,16236,0.990966796875,16236.0,176,224,304,352
ai_009_001_cam_00_frame.0013,train,ai_009_001,13,16234,0.9908447265625,16234.0,368,256,496,384
ai_009_001_cam_00_frame.0092,train,ai_009_001,92,16230,0.9906005859375,16230.0,144,208,272,336
ai_018_003_cam_00_frame.0040,train,ai_018_003,40,16227,0.99041748046875,16227.0,224,240,352,368
ai_009_001_cam_00_frame.0040,train,ai_009_001,40,16211,0.98944091796875,16211.0,288,128,416,256
ai_029_001_cam_00_frame.0056,train,ai_029_001,56,16210,0.9893798828125,16210.0,0,64,128,192
ai_027_001_cam_00_frame.0086,train,ai_027_001,86,16192,0.98828125,16192.0,256,256,384,384
ai_033_001_cam_00_frame.0046,train,ai_033_001,46,16190,0.9881591796875,16190.0,64,80,192,208
ai_037_001_cam_00_frame.0020,train,ai_037_001,20,16190,0.9881591796875,16190.0,96,144,224,272
ai_011_001_cam_00_frame.0000,train,ai_011_001,0,16186,0.9879150390625,16186.0,32,256,160,384
ai_037_001_cam_00_frame.0099,train,ai_037_001,99,16186,0.9879150390625,16186.0,112,256,240,384
ai_036_002_cam_00_frame.0092,train,ai_036_002,92,16184,0.98779296875,16184.0,224,256,352,384
ai_011_001_cam_00_frame.0007,train,ai_011_001,7,16177,0.98736572265625,16177.0,0,256,128,384
ai_023_001_cam_00_frame.0026,train,ai_023_001,26,16174,0.9871826171875,16174.0,384,256,512,384
ai_007_001_cam_00_frame.0007,train,ai_007_001,7,16164,0.986572265625,16164.0,208,208,336,336
ai_041_001_cam_00_frame.0073,train,ai_041_001,73,16163,0.98651123046875,16163.0,336,0,464,128
ai_015_001_cam_00_frame.0086,train,ai_015_001,86,16161,0.98638916015625,16161.0,256,208,384,336
ai_023_001_cam_00_frame.0013,train,ai_023_001,13,16147,0.98553466796875,16147.0,96,224,224,352
ai_041_001_cam_00_frame.0040,train,ai_041_001,40,16136,0.98486328125,16136.0,224,128,352,256
ai_007_001_cam_00_frame.0033,train,ai_007_001,33,16133,0.98468017578125,16133.0,240,176,368,304
ai_015_001_cam_00_frame.0007,train,ai_015_001,7,16128,0.984375,16128.0,192,240,320,368
ai_036_002_cam_00_frame.0040,train,ai_036_002,40,16121,0.98394775390625,16121.0,160,0,288,128
ai_017_001_cam_00_frame.0079,train,ai_017_001,79,16095,0.98236083984375,16095.0,128,48,256,176
ai_037_001_cam_00_frame.0000,train,ai_037_001,0,16092,0.982177734375,16092.0,80,224,208,352
ai_018_003_cam_00_frame.0079,train,ai_018_003,79,16091,0.98211669921875,16091.0,80,208,208,336
ai_009_001_cam_00_frame.0046,train,ai_009_001,46,16090,0.9820556640625,16090.0,144,256,272,384
ai_009_001_cam_00_frame.0099,train,ai_009_001,99,16090,0.9820556640625,16090.0,0,240,128,368
ai_009_001_cam_00_frame.0066,train,ai_009_001,66,16083,0.98162841796875,16083.0,272,192,400,320
ai_023_001_cam_00_frame.0033,train,ai_023_001,33,16078,0.9813232421875,16078.0,224,256,352,384
ai_036_002_cam_00_frame.0066,train,ai_036_002,66,16078,0.9813232421875,16078.0,144,176,272,304
ai_037_001_cam_00_frame.0059,train,ai_037_001,59,16062,0.9803466796875,16062.0,160,256,288,384
ai_029_001_cam_00_frame.0064,train,ai_029_001,64,16054,0.9798583984375,16054.0,64,64,192,192
ai_036_002_cam_00_frame.0013,train,ai_036_002,13,16045,0.97930908203125,16045.0,48,256,176,384
ai_007_001_cam_00_frame.0092,train,ai_007_001,92,16023,0.97796630859375,16023.0,80,112,208,240
ai_005_001_cam_00_frame.0086,train,ai_005_001,86,16012,0.977294921875,16012.0,240,48,368,176
ai_035_001_cam_00_frame.0040,train,ai_035_001,40,15997,0.97637939453125,15997.0,16,128,144,256
ai_015_001_cam_00_frame.0079,train,ai_015_001,79,15993,0.97613525390625,15993.0,128,224,256,352
ai_037_001_cam_00_frame.0013,train,ai_037_001,13,15993,0.97613525390625,15993.0,80,32,208,160
ai_009_001_cam_00_frame.0020,train,ai_009_001,20,15987,0.97576904296875,15987.0,64,32,192,160
ai_035_001_cam_00_frame.0000,train,ai_035_001,0,15987,0.97576904296875,15987.0,160,96,288,224
ai_036_002_cam_00_frame.0000,train,ai_036_002,0,15974,0.9749755859375,15974.0,144,256,272,384
ai_036_002_cam_00_frame.0026,train,ai_036_002,26,15957,0.97393798828125,15957.0,288,160,416,288
ai_037_001_cam_00_frame.0033,train,ai_037_001,33,15947,0.97332763671875,15947.0,352,256,480,384
ai_009_001_cam_00_frame.0073,train,ai_009_001,73,15935,0.97259521484375,15935.0,192,176,320,304
ai_009_001_cam_00_frame.0079,train,ai_009_001,79,15931,0.97235107421875,15931.0,48,192,176,320
ai_029_001_cam_00_frame.0026,train,ai_029_001,26,15929,0.97222900390625,15929.0,224,80,352,208
ai_041_001_cam_00_frame.0007,train,ai_041_001,7,15920,0.9716796875,15920.0,0,144,128,272
ai_036_002_cam_00_frame.0059,train,ai_036_002,59,15909,0.97100830078125,15909.0,384,16,512,144
ai_007_001_cam_00_frame.0046,train,ai_007_001,46,15903,0.97064208984375,15903.0,288,208,416,336
ai_036_002_cam_00_frame.0007,train,ai_036_002,7,15900,0.970458984375,15900.0,80,224,208,352
ai_033_001_cam_00_frame.0099,train,ai_033_001,99,15896,0.97021484375,15896.0,208,48,336,176
ai_009_001_cam_00_frame.0053,train,ai_009_001,53,15889,0.96978759765625,15889.0,0,144,128,272
ai_031_001_cam_00_frame.0073,train,ai_031_001,73,15888,0.9697265625,15888.0,96,96,224,224
ai_023_001_cam_00_frame.0099,train,ai_023_001,99,15884,0.969482421875,15884.0,384,256,512,384
ai_029_001_cam_00_frame.0014,train,ai_029_001,14,15877,0.96905517578125,15877.0,80,48,208,176
ai_035_001_cam_00_frame.0007,train,ai_035_001,7,15876,0.968994140625,15876.0,80,112,208,240
ai_041_001_cam_00_frame.0033,train,ai_041_001,33,15874,0.9688720703125,15874.0,96,0,224,128
ai_015_001_cam_00_frame.0073,train,ai_015_001,73,15871,0.96868896484375,15871.0,256,192,384,320
ai_041_001_cam_00_frame.0059,train,ai_041_001,59,15866,0.9683837890625,15866.0,208,192,336,320
ai_037_001_cam_00_frame.0040,train,ai_037_001,40,15848,0.96728515625,15848.0,32,208,160,336
ai_007_001_cam_00_frame.0026,train,ai_007_001,26,15845,0.96710205078125,15845.0,384,176,512,304
ai_037_001_cam_00_frame.0046,train,ai_037_001,46,15842,0.9669189453125,15842.0,48,256,176,384
ai_041_001_cam_00_frame.0066,train,ai_041_001,66,15835,0.96649169921875,15835.0,64,112,192,240
ai_027_001_cam_00_frame.0000,train,ai_027_001,0,15820,0.965576171875,15820.0,160,256,288,384
ai_029_001_cam_00_frame.0093,train,ai_029_001,93,15812,0.965087890625,15812.0,96,80,224,208
ai_035_001_cam_00_frame.0073,train,ai_035_001,73,15791,0.96380615234375,15791.0,128,32,256,160
ai_035_001_cam_00_frame.0053,train,ai_035_001,53,15789,0.96368408203125,15789.0,0,144,128,272
ai_041_001_cam_00_frame.0079,train,ai_041_001,79,15785,0.96343994140625,15785.0,272,224,400,352
ai_015_001_cam_00_frame.0040,train,ai_015_001,40,15776,0.962890625,15776.0,256,256,384,384
ai_037_001_cam_00_frame.0066,train,ai_037_001,66,15768,0.96240234375,15768.0,48,256,176,384
ai_018_003_cam_00_frame.0066,train,ai_018_003,66,15764,0.962158203125,15764.0,160,240,288,368
ai_036_002_cam_00_frame.0020,train,ai_036_002,20,15759,0.96185302734375,15759.0,32,0,160,128
ai_031_001_cam_00_frame.0092,train,ai_031_001,92,15745,0.96099853515625,15745.0,64,0,192,128
ai_021_001_cam_00_frame.0033,train,ai_021_001,33,15744,0.9609375,15744.0,0,160,128,288
ai_036_002_cam_00_frame.0046,train,ai_036_002,46,15740,0.960693359375,15740.0,32,16,160,144
ai_003_001_cam_00_frame.0013,train,ai_003_001,13,15735,0.96038818359375,15735.0,208,208,336,336
ai_023_001_cam_00_frame.0053,train,ai_023_001,53,15735,0.96038818359375,15735.0,112,256,240,384
ai_036_002_cam_00_frame.0053,train,ai_036_002,53,15730,0.9600830078125,15730.0,208,176,336,304
ai_031_001_cam_00_frame.0000,train,ai_031_001,0,15725,0.95977783203125,15725.0,352,160,480,288
ai_007_001_cam_00_frame.0053,train,ai_007_001,53,15719,0.95941162109375,15719.0,384,224,512,352
ai_005_001_cam_00_frame.0000,train,ai_005_001,0,15713,0.95904541015625,15713.0,352,192,480,320
ai_001_001_cam_00_frame.0067,train,ai_001_001,67,15698,0.9581298828125,15698.0,0,192,128,320
ai_035_001_cam_00_frame.0059,train,ai_035_001,59,15690,0.9576416015625,15690.0,0,144,128,272
ai_018_003_cam_00_frame.0059,train,ai_018_003,59,15672,0.95654296875,15672.0,320,240,448,368
ai_003_001_cam_00_frame.0033,train,ai_003_001,33,15658,0.9556884765625,15658.0,240,192,368,320
ai_027_001_cam_00_frame.0066,train,ai_027_001,66,15654,0.9554443359375,15654.0,208,224,336,352
ai_041_001_cam_00_frame.0092,train,ai_041_001,92,15629,0.95391845703125,15629.0,144,0,272,128
ai_036_002_cam_00_frame.0033,train,ai_036_002,33,15602,0.9522705078125,15602.0,112,0,240,128
ai_007_001_cam_00_frame.0086,train,ai_007_001,86,15599,0.95208740234375,15599.0,0,16,128,144
ai_001_001_cam_00_frame.0053,train,ai_001_001,53,15590,0.9515380859375,15590.0,176,256,304,384
ai_023_001_cam_00_frame.0066,train,ai_023_001,66,15585,0.95123291015625,15585.0,16,256,144,384
ai_035_001_cam_00_frame.0046,train,ai_035_001,46,15585,0.95123291015625,15585.0,176,48,304,176
ai_005_001_cam_00_frame.0040,train,ai_005_001,40,15577,0.95074462890625,15577.0,32,112,160,240
ai_018_003_cam_00_frame.0053,train,ai_018_003,53,15565,0.95001220703125,15565.0,144,192,272,320
ai_041_001_cam_00_frame.0046,train,ai_041_001,46,15554,0.9493408203125,15554.0,128,0,256,128
ai_011_001_cam_00_frame.0020,train,ai_011_001,20,15541,0.94854736328125,15541.0,96,144,224,272
ai_015_001_cam_00_frame.0092,train,ai_015_001,92,15537,0.94830322265625,15537.0,160,192,288,320
ai_023_001_cam_00_frame.0059,train,ai_023_001,59,15527,0.94769287109375,15527.0,64,256,192,384
ai_023_001_cam_00_frame.0073,train,ai_023_001,73,15519,0.94720458984375,15519.0,64,256,192,384
ai_021_001_cam_00_frame.0046,train,ai_021_001,46,15509,0.94659423828125,15509.0,272,96,400,224
ai_037_001_cam_00_frame.0079,train,ai_037_001,79,15501,0.94610595703125,15501.0,320,224,448,352
ai_035_001_cam_00_frame.0086,train,ai_035_001,86,15492,0.945556640625,15492.0,128,144,256,272
ai_011_001_cam_00_frame.0046,train,ai_011_001,46,15489,0.94537353515625,15489.0,96,144,224,272
ai_007_001_cam_00_frame.0066,train,ai_007_001,66,15485,0.94512939453125,15485.0,336,128,464,256
ai_023_001_cam_00_frame.0079,train,ai_023_001,79,15476,0.944580078125,15476.0,320,256,448,384
ai_003_001_cam_00_frame.0066,train,ai_003_001,66,15462,0.9437255859375,15462.0,272,144,400,272
ai_011_001_cam_00_frame.0026,train,ai_011_001,26,15462,0.9437255859375,15462.0,112,160,240,288
ai_023_001_cam_00_frame.0007,train,ai_023_001,7,15438,0.9422607421875,15438.0,288,240,416,368
ai_041_001_cam_00_frame.0086,train,ai_041_001,86,15438,0.9422607421875,15438.0,64,0,192,128
ai_018_003_cam_00_frame.0099,train,ai_018_003,99,15424,0.94140625,15424.0,160,192,288,320
ai_018_003_cam_00_frame.0092,train,ai_018_003,92,15407,0.94036865234375,15407.0,160,240,288,368
ai_035_001_cam_00_frame.0026,train,ai_035_001,26,15388,0.939208984375,15388.0,96,0,224,128
ai_007_001_cam_00_frame.0073,train,ai_007_001,73,15354,0.9371337890625,15354.0,304,240,432,368
ai_003_001_cam_00_frame.0040,train,ai_003_001,40,15345,0.93658447265625,15345.0,304,112,432,240
ai_003_001_cam_00_frame.0059,train,ai_003_001,59,15338,0.9361572265625,15338.0,176,32,304,160
ai_018_003_cam_00_frame.0000,train,ai_018_003,0,15335,0.93597412109375,15335.0,384,256,512,384
ai_027_001_cam_00_frame.0059,train,ai_027_001,59,15335,0.93597412109375,15335.0,384,96,512,224
ai_041_001_cam_00_frame.0026,train,ai_041_001,26,15330,0.9356689453125,15330.0,0,0,128,128
ai_003_001_cam_00_frame.0092,train,ai_003_001,92,15314,0.9346923828125,15314.0,176,0,304,128
ai_041_001_cam_00_frame.0099,train,ai_041_001,99,15313,0.93463134765625,15313.0,192,0,320,128
ai_015_001_cam_00_frame.0059,train,ai_015_001,59,15312,0.9345703125,15312.0,144,224,272,352
ai_007_001_cam_00_frame.0000,train,ai_007_001,0,15308,0.934326171875,15308.0,352,112,480,240
ai_035_001_cam_00_frame.0033,train,ai_035_001,33,15289,0.93316650390625,15289.0,176,224,304,352
ai_035_001_cam_00_frame.0066,train,ai_035_001,66,15279,0.93255615234375,15279.0,160,96,288,224
ai_018_003_cam_00_frame.0033,train,ai_018_003,33,15274,0.9322509765625,15274.0,192,240,320,368
ai_005_001_cam_00_frame.0026,train,ai_005_001,26,15241,0.93023681640625,15241.0,0,128,128,256
ai_017_001_cam_00_frame.0092,train,ai_017_001,92,15222,0.9290771484375,15222.0,256,144,384,272
ai_007_001_cam_00_frame.0013,train,ai_007_001,13,15221,0.92901611328125,15221.0,304,176,432,304
ai_027_001_cam_00_frame.0079,train,ai_027_001,79,15215,0.92864990234375,15215.0,32,256,160,384
ai_031_001_cam_00_frame.0026,train,ai_031_001,26,15193,0.92730712890625,15193.0,240,176,368,304
ai_021_001_cam_00_frame.0086,train,ai_021_001,86,15189,0.92706298828125,15189.0,320,256,448,384
ai_035_001_cam_00_frame.0092,train,ai_035_001,92,15173,0.92608642578125,15173.0,0,48,128,176
ai_018_003_cam_00_frame.0020,train,ai_018_003,20,15159,0.92523193359375,15159.0,272,256,400,384
ai_033_001_cam_00_frame.0033,train,ai_033_001,33,15157,0.92510986328125,15157.0,0,0,128,128
ai_018_003_cam_00_frame.0046,train,ai_018_003,46,15142,0.9241943359375,15142.0,80,256,208,384
ai_018_003_cam_00_frame.0007,train,ai_018_003,7,15133,0.92364501953125,15133.0,0,128,128,256
ai_041_001_cam_00_frame.0053,train,ai_041_001,53,15108,0.922119140625,15108.0,208,112,336,240
ai_003_001_cam_00_frame.0086,train,ai_003_001,86,15100,0.921630859375,15100.0,208,256,336,384
ai_005_001_cam_00_frame.0059,train,ai_005_001,59,15098,0.9215087890625,15098.0,16,144,144,272
ai_036_002_cam_00_frame.0099,train,ai_036_002,99,15043,0.91815185546875,15043.0,384,48,512,176
ai_036_002_cam_00_frame.0073,train,ai_036_002,73,15035,0.91766357421875,15035.0,160,256,288,384
ai_031_001_cam_00_frame.0079,train,ai_031_001,79,15021,0.91680908203125,15021.0,0,96,128,224
ai_005_001_cam_00_frame.0020,train,ai_005_001,20,15009,0.91607666015625,15009.0,48,128,176,256
ai_029_001_cam_00_frame.0075,train,ai_029_001,75,14995,0.91522216796875,14995.0,0,112,128,240
ai_001_001_cam_00_frame.0046,train,ai_001_001,46,14993,0.91510009765625,14993.0,288,176,416,304
ai_021_001_cam_00_frame.0099,train,ai_021_001,99,14990,0.9149169921875,14990.0,240,240,368,368
ai_001_001_cam_00_frame.0026,train,ai_001_001,26,14909,0.90997314453125,14909.0,0,208,128,336
ai_005_001_cam_00_frame.0053,train,ai_005_001,53,14887,0.90863037109375,14887.0,64,128,192,256
ai_029_001_cam_00_frame.0042,train,ai_029_001,42,14878,0.9080810546875,14878.0,16,64,144,192
ai_011_001_cam_00_frame.0073,train,ai_011_001,73,14867,0.90740966796875,14867.0,144,176,272,304
ai_041_001_cam_00_frame.0020,train,ai_041_001,20,14851,0.90643310546875,14851.0,64,0,192,128
ai_003_001_cam_00_frame.0007,train,ai_003_001,7,14844,0.906005859375,14844.0,176,64,304,192
ai_018_003_cam_00_frame.0086,train,ai_018_003,86,14813,0.90411376953125,14813.0,224,144,352,272
ai_013_001_cam_00_frame.0079,train,ai_013_001,79,14812,0.904052734375,14812.0,224,144,352,272
ai_029_001_cam_00_frame.0099,train,ai_029_001,99,14811,0.90399169921875,14811.0,80,80,208,208
ai_001_001_cam_00_frame.0093,train,ai_001_001,93,14808,0.90380859375,14808.0,336,80,464,208
ai_005_001_cam_00_frame.0013,train,ai_005_001,13,14794,0.9029541015625,14794.0,272,176,400,304
ai_018_003_cam_00_frame.0013,train,ai_018_003,13,14772,0.901611328125,14772.0,128,224,256,352
ai_011_001_cam_00_frame.0066,train,ai_011_001,66,14760,0.90087890625,14760.0,176,160,304,288
ai_021_001_cam_00_frame.0066,train,ai_021_001,66,14754,0.9005126953125,14754.0,144,64,272,192
ai_011_001_cam_00_frame.0033,train,ai_011_001,33,14742,0.8997802734375,14742.0,176,128,304,256
