id,split,scene,frame,fine_pixels,fine_fraction,selection_score,crop_x0,crop_y0,crop_x1,crop_y1
ai_048_001_cam_00_frame.0092,test,ai_048_001,92,19699,0.5343695746527778,19699.0,0,128,192,320
ai_045_001_cam_00_frame.0073,val,ai_045_001,73,36815,0.9986707899305556,36815.0,128,0,320,192
ai_043_002_cam_00_frame.0000,val,ai_043_002,0,36748,0.9968532986111112,36748.0,288,64,480,256
ai_055_003_cam_00_frame.0013,val,ai_055_003,13,36722,0.9961480034722222,36722.0,96,96,288,288
ai_055_003_cam_00_frame.0000,val,ai_055_003,0,36447,0.9886881510416666,36447.0,0,0,192,192
ai_045_001_cam_00_frame.0020,val,ai_045_001,20,36245,0.9832085503472222,36245.0,128,128,320,320
ai_045_001_cam_00_frame.0059,val,ai_045_001,59,36143,0.9804416232638888,36143.0,0,192,192,384
ai_045_001_cam_00_frame.0066,val,ai_045_001,66,36031,0.9774034288194444,36031.0,128,32,320,224
ai_055_003_cam_00_frame.0092,val,ai_055_003,92,35901,0.973876953125,35901.0,96,0,288,192
ai_043_002_cam_00_frame.0026,val,ai_043_002,26,35753,0.9698621961805556,35753.0,192,128,384,320
ai_055_003_cam_00_frame.0033,val,ai_055_003,33,35558,0.9645724826388888,35558.0,256,0,448,192
ai_055_003_cam_00_frame.0020,val,ai_055_003,20,35408,0.9605034722222222,35408.0,160,192,352,384
ai_045_001_cam_00_frame.0013,val,ai_045_001,13,35156,0.9536675347222222,35156.0,0,128,192,320
ai_055_003_cam_00_frame.0026,val,ai_055_003,26,35119,0.9526638454861112,35119.0,0,192,192,384
ai_055_003_cam_00_frame.0099,val,ai_055_003,99,35096,0.9520399305555556,35096.0,160,32,352,224
ai_055_003_cam_00_frame.0066,val,ai_055_003,66,34994,0.9492730034722222,34994.0,160,32,352,224
ai_045_001_cam_00_frame.0040,val,ai_045_001,40,34960,0.9483506944444444,34960.0,320,64,512,256
ai_043_002_cam_00_frame.0053,val,ai_043_002,53,34945,0.9479437934027778,34945.0,128,192,320,384
ai_043_002_cam_00_frame.0099,val,ai_043_002,99,34909,0.9469672309027778,34909.0,288,192,480,384
ai_055_003_cam_00_frame.0046,val,ai_055_003,46,34902,0.94677734375,34902.0,224,64,416,256
ai_055_003_cam_00_frame.0073,val,ai_055_003,73,34842,0.9451497395833334,34842.0,160,192,352,384
ai_055_003_cam_00_frame.0040,val,ai_055_003,40,34819,0.9445258246527778,34819.0,96,64,288,256
ai_047_001_cam_00_frame.0020,val,ai_047_001,20,34785,0.943603515625,34785.0,32,0,224,192
ai_045_001_cam_00_frame.0086,val,ai_045_001,86,34764,0.9430338541666666,34764.0,64,160,256,352
ai_047_001_cam_00_frame.0086,val,ai_047_001,86,34046,0.9235568576388888,34046.0,160,64,352,256
ai_055_003_cam_00_frame.0007,val,ai_055_003,7,34042,0.9234483506944444,34042.0,256,192,448,384
ai_047_001_cam_00_frame.0079,val,ai_047_001,79,33790,0.9166124131944444,33790.0,224,0,416,192
ai_055_003_cam_00_frame.0086,val,ai_055_003,86,33770,0.9160698784722222,33770.0,64,192,256,384
ai_043_002_cam_00_frame.0033,val,ai_043_002,33,33760,0.9157986111111112,33760.0,160,192,352,384
ai_055_003_cam_00_frame.0059,val,ai_055_003,59,33690,0.9138997395833334,33690.0,64,128,256,320
ai_043_002_cam_00_frame.0046,val,ai_043_002,46,33485,0.9083387586805556,33485.0,224,192,416,384
ai_043_002_cam_00_frame.0066,val,ai_043_002,66,33249,0.9019368489583334,33249.0,320,192,512,384
ai_055_003_cam_00_frame.0079,val,ai_055_003,79,33110,0.8981662326388888,33110.0,128,0,320,192
ai_047_001_cam_00_frame.0033,val,ai_047_001,33,32920,0.8930121527777778,32920.0,224,0,416,192
ai_045_001_cam_00_frame.0046,val,ai_045_001,46,32593,0.8841417100694444,32593.0,128,128,320,320
ai_047_001_cam_00_frame.0026,val,ai_047_001,26,32485,0.8812120225694444,32485.0,224,0,416,192
ai_043_002_cam_00_frame.0007,val,ai_043_002,7,32257,0.8750271267361112,32257.0,288,192,480,384
ai_047_001_cam_00_frame.0000,val,ai_047_001,0,32173,0.8727484809027778,32173.0,192,0,384,192
ai_045_001_cam_00_frame.0092,val,ai_045_001,92,32084,0.8703342013888888,32084.0,0,0,192,192
ai_043_002_cam_00_frame.0073,val,ai_043_002,73,32060,0.8696831597222222,32060.0,64,192,256,384
ai_045_001_cam_00_frame.0099,val,ai_045_001,99,31937,0.8663465711805556,31937.0,320,64,512,256
ai_047_001_cam_00_frame.0040,val,ai_047_001,40,31681,0.8594021267361112,31681.0,320,64,512,256
ai_047_001_cam_00_frame.0066,val,ai_047_001,66,31670,0.8591037326388888,31670.0,224,0,416,192
ai_055_003_cam_00_frame.0053,val,ai_055_003,53,30772,0.8347439236111112,30772.0,96,0,288,192
ai_045_001_cam_00_frame.0079,val,ai_045_001,79,30153,0.8179524739583334,30153.0,0,128,192,320
ai_043_002_cam_00_frame.0040,val,ai_043_002,40,30072,0.8157552083333334,30072.0,192,128,384,320
ai_047_001_cam_00_frame.0007,val,ai_047_001,7,29877,0.8104654947916666,29877.0,160,192,352,384
ai_047_001_cam_00_frame.0099,val,ai_047_001,99,29718,0.80615234375,29718.0,320,192,512,384
ai_043_002_cam_00_frame.0086,val,ai_043_002,86,29618,0.8034396701388888,29618.0,160,192,352,384
ai_045_001_cam_00_frame.0000,val,ai_045_001,0,29609,0.8031955295138888,29609.0,320,96,512,288
ai_043_002_cam_00_frame.0020,val,ai_043_002,20,29344,0.7960069444444444,29344.0,128,96,320,288
ai_047_001_cam_00_frame.0046,val,ai_047_001,46,28808,0.7814670138888888,28808.0,0,0,192,192
ai_047_001_cam_00_frame.0092,val,ai_047_001,92,28733,0.7794325086805556,28733.0,320,32,512,224
ai_043_002_cam_00_frame.0079,val,ai_043_002,79,28623,0.7764485677083334,28623.0,0,192,192,384
ai_047_001_cam_00_frame.0013,val,ai_047_001,13,28620,0.7763671875,28620.0,320,192,512,384
ai_043_002_cam_00_frame.0013,val,ai_043_002,13,28374,0.7696940104166666,28374.0,320,192,512,384
ai_047_001_cam_00_frame.0059,val,ai_047_001,59,28301,0.7677137586805556,28301.0,192,0,384,192
ai_043_002_cam_00_frame.0092,val,ai_043_002,92,27773,0.7533908420138888,27773.0,256,32,448,224
ai_047_001_cam_00_frame.0053,val,ai_047_001,53,27128,0.7358940972222222,27128.0,160,0,352,192
ai_045_001_cam_00_frame.0053,val,ai_045_001,53,25964,0.7043185763888888,25964.0,224,32,416,224
ai_045_001_cam_00_frame.0033,val,ai_045_001,33,25312,0.6866319444444444,25312.0,224,128,416,320
ai_043_002_cam_00_frame.0059,val,ai_043_002,59,25183,0.6831325954861112,25183.0,0,160,192,352
ai_047_001_cam_00_frame.0073,val,ai_047_001,73,24893,0.6752658420138888,24893.0,320,0,512,192
ai_045_001_cam_00_frame.0026,val,ai_045_001,26,24868,0.6745876736111112,24868.0,64,128,256,320
ai_045_001_cam_00_frame.0007,val,ai_045_001,7,21589,0.5856391059027778,21589.0,256,192,448,384
